Chr	Pos	S1S2	S1S3	S1S4	S1S5	S1S6	S1S7	S1S8	S1S9	S1S10	S1S11	S1S12	S2S3	S2S4	S2S5	S2S6	S2S7	S2S8	S2S9	S2S10	S2S11	S2S12	S3S4	S3S5	S3S6	S3S7	S3S8	S3S9	S3S10	S3S11	S3S12	S4S5	S4S6	S4S7	S4S8	S4S9	S4S10	S4S11	S4S12	S5S6	S5S7	S5S8	S5S9	S5S10	S5S11	S5S12	S6S7	S6S8	S6S9	S6S10	S6S11	S6S12	S7S8	S7S9	S7S10	S7S11	S7S12	S8S9	S8S10	S8S11	S8S12	S9S10	S9S11	S9S12	S10S11	S10S12	S11S12
5	3176523	0.0811265	0.0263222	0.0558994	0.0319113	0.0319972	0.0362105	0.0924673	0.060594	0.0561851	0.0215153	0.0304022	0.0234958	0.233381	0.170631	0.16838	0.201768	0.294211	0.0146605	0.209697	0.0254355	0.0554932	0.13166	0.0826486	0.081424	0.105857	0.180001	0.0160636	0.121953	0.0061703	0.0227069	0.0240766	0.026588	0.0107855	0.00886555	0.194013	0.0337859	0.129882	0.102673	0.00162672	0.0129156	0.039236	0.141356	0.0269761	0.0859883	0.0781922	0.0150572	0.0413802	0.138353	0.0290529	0.084815	0.0774262	0.0249259	0.16996	0.0233086	0.101771	0.0940172	0.245892	0.0464158	0.179461	0.145264	0.186116	0.0203775	0.0367265	0.115881	0.114404	0.026151
5	3176549	0.0229278	0.00990471	0.0442799	0.0157346	0.020483	0.00499735	0.0328499	0.0817382	0.0259582	0.0208031	0.0516708	0.0160684	0.107444	0.0259519	0.0108752	0.0195974	0.0798141	0.0411719	0.0270832	0.0043699	0.0299614	0.0528581	0.00658127	0.00990548	0.00513184	0.0371769	0.0805678	0.0235745	0.0172478	0.0512459	0.0459119	0.0830678	0.0448554	0.0166698	0.209888	0.0784536	0.108001	0.147305	0.00925543	0.0106369	0.031192	0.100701	0.0277931	0.030137	0.0686869	0.0164366	0.0554516	0.0606275	0.0278092	0.0151839	0.0438403	0.0340039	0.0878088	0.0238145	0.0198966	0.056272	0.157629	0.0641251	0.0806999	0.0970173	0.0901518	0.0418447	0.0243358	0.0253187	0.0665421	0.0311455
5	3176574	0.0278875	0.0228759	0.0706477	0.0233325	0.0236458	0.00494634	0.0149594	0.0508889	0.0306907	0.0187605	0.0489771	0.00525921	0.160233	0.00667743	0.0108752	0.034117	0.0444045	0.0182746	0.0241771	0.00447989	0.0320687	0.144376	0.00555029	0.00915213	0.0277752	0.0342108	0.0168937	0.0266835	0.00753281	0.0293111	0.134886	0.12864	0.0566786	0.0690677	0.213198	0.12826	0.136797	0.183231	0.00296786	0.0268101	0.0302418	0.0231781	0.0242355	0.00797264	0.0366661	0.0261987	0.0287716	0.0283177	0.0263129	0.0110716	0.0414047	0.0160171	0.0634078	0.0344104	0.0249717	0.0612008	0.0607471	0.0476286	0.0372736	0.046701	0.0513178	0.0272648	0.0273396	0.0183463	0.0596528	0.0378443
5	3176671	0.19158	0.05255	0.012037	0.016421	0.0283438	0.00960939	0.107521	0.06456	0.0380589	0.00950653	0.170641	0.0593682	0.18853	0.221489	0.300825	0.201124	0.043863	0.0539805	0.272702	0.202911	0.022718	0.051436	0.0684354	0.115163	0.0583085	0.0291566	0.00747945	0.11563	0.0607145	0.054916	0.00446658	0.0224063	0.00304863	0.116131	0.0702141	0.0313891	0.00540929	0.180561	0.011637	0.0062883	0.135087	0.0855944	0.0291355	0.00855361	0.209093	0.0186201	0.191435	0.135081	0.0300836	0.0206091	0.278665	0.125063	0.0777799	0.0285981	0.00234375	0.191723	0.0195623	0.189015	0.127276	0.0165824	0.137474	0.0801278	0.0446378	0.0261774	0.263135	0.193627
5	3176796	0.193226	0.154031	0.0184453	0.0376391	0.0317497	0.0486738	0.0625016	0.12392	0.037087	0.0466096	0.210814	0.00678927	0.165031	0.29257	0.127585	0.0696531	0.0597013	0.0270766	0.157889	0.0662533	0.0123933	0.124458	0.238797	0.0904725	0.0453317	0.0358121	0.0169897	0.122866	0.0462103	0.0165757	0.0296764	0.0106113	0.0263492	0.0477087	0.11247	0.0227061	0.0474589	0.189339	0.0462334	0.0928925	0.1254	0.218573	0.0525311	0.125139	0.32367	0.0139368	0.0293564	0.0826403	0.0264966	0.0380345	0.154198	0.0171166	0.048689	0.0349114	0.0182652	0.0955419	0.0199602	0.0601986	0.0129368	0.0631381	0.117041	0.0277169	0.0227803	0.0539107	0.185375	0.073998
5	3176797	0.193226	0.154031	0.0184453	0.0376391	0.0317497	0.0486738	0.0625016	0.12392	0.037087	0.0466096	0.210814	0.00678927	0.165031	0.29257	0.127585	0.0696531	0.0597013	0.0270766	0.157889	0.0662533	0.0123933	0.124458	0.238797	0.0904725	0.0453317	0.0358121	0.0169897	0.122866	0.0462103	0.0165757	0.0296764	0.0106113	0.0263492	0.0477087	0.11247	0.0227061	0.0474589	0.189339	0.0462334	0.0928925	0.1254	0.218573	0.0525311	0.125139	0.32367	0.0139368	0.0293564	0.0826403	0.0264966	0.0380345	0.154198	0.0171166	0.048689	0.0349114	0.0182652	0.0955419	0.0199602	0.0601986	0.0129368	0.0631381	0.117041	0.0277169	0.0227803	0.0539107	0.185375	0.073998
5	3176877	0.0473108	0.0966374	0.0893226	0.189038	0.18053	0.16273	0.0569363	0.058295	0.0941511	0.112228	0.185745	0.025054	0.0309589	0.108931	0.0965378	0.0859864	0.00982655	0.009973	0.0356484	0.0470574	0.119863	0.00874747	0.0429063	0.0318511	0.031616	0.0206501	0.021389	0.0219966	0.0138349	0.0536783	0.038543	0.0353528	0.0259152	0.0214107	0.0230816	0.0268565	0.00926251	0.0417448	0.00567776	0.00577506	0.0888627	0.090325	0.0623084	0.0239497	0.00991918	0.00959083	0.0802929	0.0816991	0.0534056	0.0230929	0.0162793	0.0748007	0.0761027	0.046526	0.0118827	0.0127055	0.0012376	0.0372284	0.0380192	0.10115	0.0377252	0.0389398	0.103463	0.0248909	0.072738	0.0315257
5	3176889	0.0148575	0.2	0.108609	0.0374644	0.2	0.100811	0.0815469	0.0567997	0.0535486	0.0717338	0.2	0.15493	0.0772658	0.013977	0.15493	0.0632298	0.0467719	0.0296514	0.07304	0.0431794	0.168451	0.037037	0.107768	-nan	0.0422535	0.061902	0.0853904	0.333333	0.0625	-nan	0.0408527	0.037037	0.00642798	0.0138632	0.0247408	0.238335	0.0131184	0.0413169	0.104478	0.0310323	0.0135122	0.00580899	0.123934	0.01945	0.120027	0.0422535	0.0572584	0.0808631	0.333333	0.0625	-nan	0.00807533	0.0191485	0.220944	0.00670206	0.0550235	0.0053171	0.193607	0.00870538	0.0747916	0.159039	0.0109917	0.095741	0.181972	0.34359	0.0727273
5	3176892	0.0369525	0.0819301	0.00459251	0.015835	0.0189698	0.00878976	0.0214811	0.0541267	0.0647939	0.0206648	0.099957	0.0155485	0.0400208	0.0519118	0.0296481	0.0270474	0.0703956	0.0111284	0.0211033	0.00781938	0.0369816	0.0863338	0.103071	0.0648911	0.0723782	0.12767	0.0129768	0.0268577	0.0325921	0.0153149	0.01027	0.0155125	0.00779602	0.0148306	0.0566845	0.0718291	0.0254583	0.107183	0.0104343	0.00794847	0.00260874	0.0690522	0.0853618	0.0351117	0.137548	0.0102488	0.0172379	0.0441079	0.0603718	0.0228609	0.103773	0.0150042	0.0474814	0.0571608	0.0148925	0.102753	0.0884474	0.105225	0.0493713	0.163496	0.0276274	0.0176293	0.023095	0.0266919	0.0425743	0.053003
5	3176934	0.0713327	0.0808396	0.00928871	0.0384873	0.0139793	0.0130315	0.0593927	0.105022	0.0234151	0.0156873	0.139043	0.00416698	0.0976678	0.178939	0.0742225	0.121299	0.0081078	0.0145229	0.0891467	0.0288115	0.0269493	0.106181	0.188068	0.0782885	0.132763	0.00836069	0.0127542	0.0986757	0.036348	0.0244272	0.027365	0.017186	0.0115484	0.081585	0.133815	0.031084	0.0331758	0.164925	0.0319877	0.0114215	0.151135	0.226181	0.0473585	0.0788997	0.278284	0.0173793	0.0566456	0.110299	0.0259757	0.0210995	0.153209	0.10421	0.167028	0.026944	0.0407439	0.211093	0.0126135	0.0785136	0.0237494	0.0340588	0.129974	0.0587078	0.0123032	0.0293575	0.166714	0.0871889
5	3177215	0.0486848	0.0852725	0.0193033	0.0425898	0.0641902	0.0239227	0.0508297	0.0769567	0.0311053	0.0125426	0.0698107	0.00838361	0.107484	0.143196	0.188296	0.0080437	0.0133684	0.0149518	0.0956932	0.0204874	0.0172406	0.157941	0.198346	0.248956	0.0255048	0.0156281	0.00925258	0.141371	0.0476047	0.0137159	0.0103998	0.0187238	0.0696129	0.113	0.147215	0.0264639	0.0452283	0.139581	0.007133	0.103982	0.151266	0.19057	0.0318165	0.0680166	0.184218	0.139222	0.191357	0.235116	0.0488107	0.102032	0.227662	0.0151123	0.0233028	0.0685336	0.00943549	0.0239679	0.00674252	0.111191	0.0337718	0.00859364	0.140186	0.0489542	0.0108012	0.0403436	0.134457	0.047643
5	3177216	0.0583876	0.0958484	0.00955474	0.0393428	0.0641902	0.0239227	0.0437175	0.0587982	0.0329077	0.00950946	0.0801607	0.00941002	0.0835732	0.158726	0.209143	0.00980808	0.0133685	0.00995033	0.122176	0.0359525	0.0165847	0.126191	0.208535	0.266668	0.0310099	0.0235205	0.0149631	0.166374	0.0651974	0.01706	0.01775	0.0360972	0.0396948	0.0690144	0.0886466	0.0241642	0.0178792	0.112884	0.00759925	0.0987498	0.131445	0.159092	0.0274056	0.055304	0.191034	0.139222	0.175517	0.207203	0.0429744	0.0903945	0.241669	0.0137606	0.0178729	0.0745436	0.0118627	0.0310134	0.00479505	0.10862	0.0339157	0.015272	0.129995	0.0449473	0.0137382	0.0389281	0.15506	0.0633712
5	3177223	0.0497786	0.0102091	0.00815156	0.076531	0.187992	0.00423186	0.0497786	0.0160607	0.0813397	0.0151789	0.0265261	0.073483	0.0508447	0.183782	0.317513	0.0492725	-nan	0.0872173	-nan	0.0942029	0.0872081	0.00685796	0.0511548	0.155983	0.0077129	0.0691661	0.0107823	0.107315	0.0106813	0.0219401	0.082636	0.201528	0.00374674	0.0489255	0.0234708	0.085503	0.0230577	0.032611	0.0346802	0.0800888	0.176955	0.038833	0.213586	0.0335475	0.0531093	0.195696	0.310939	0.129905	0.342434	0.119075	0.140688	0.0492725	0.0203751	0.0831585	0.016785	0.0301445	0.0783121	-nan	0.0942029	0.0833333	0.122542	0.0126687	0.0184157	0.122374	0.122533	0.0244252
5	3177289	0.0120163	0.0588235	0.0588235	0.0588235	0.0588235	0.0216277	0.0837104	0.0588235	0.0597945	0.060877	0.0877828	0.0980392	0.0980392	0.0980392	0.0980392	0.00825465	0.123094	0.0992765	0.0320231	0.10431	0.126991	-nan	-nan	-nan	0.111111	-nan	-nan	0.166667	-nan	-nan	-nan	-nan	0.111111	-nan	-nan	0.166667	-nan	-nan	-nan	0.111111	-nan	-nan	0.166667	-nan	-nan	0.111111	-nan	-nan	0.166667	-nan	-nan	0.122807	0.111111	0.0346685	0.115278	0.126706	-nan	0.189815	-nan	-nan	0.16781	-nan	-nan	0.16781	0.193416	-nan
5	3177330	0.178532	0.0220671	0.0147737	0.0606061	0.0141975	0.00512933	0.0161423	0.0744359	0.106082	0.0167459	0.0553551	0.100561	0.110459	0.333333	0.234746	0.183039	0.160824	0.0379631	0.363089	0.10008	0.0763013	0.00481552	0.114899	0.0430419	0.0280059	0.0221565	0.0254586	0.16645	0.00700657	0.0244749	0.103448	0.0375881	0.0174085	0.0163705	0.0307486	0.149132	0.00517597	0.0260264	0.0397329	0.0566038	0.0744485	0.193819	-nan	0.114754	0.153846	0.0146069	0.0214982	0.10763	0.0989844	0.0470637	0.0833227	0.0123288	0.0759849	0.0978946	0.0241819	0.0552652	0.0556721	0.117647	0.0243529	0.0364652	0.23619	0.0292951	0.0240113	0.155036	0.19003	0.0278133
5	3177338	0.0113599	0.0103874	0.00774057	0.130785	0.0810496	0.0145815	0.121569	0.118857	0.0247764	0.00224882	0.16122	0.00820088	0.00433579	0.184454	0.125448	0.0306321	0.0810256	0.0781893	0.0363402	0.0186949	0.122507	0.00387244	0.173102	0.112982	0.0349737	0.0936842	0.0908869	0.0411828	0.0170207	0.134951	0.1756	0.116943	0.0318205	0.0894084	0.0865979	0.0381053	0.014512	0.130511	0.0112254	0.0758874	0.377729	0.375808	0.111246	0.110374	0.408244	0.0412802	0.301298	0.299142	0.0726996	0.0656241	0.336397	0.17037	0.16781	0.0210341	0.0101712	0.207819	-nan	0.151555	0.139279	-nan	0.148936	0.136622	-nan	0.021222	0.189853	0.178131
5	3177417	0.18799	0.032447	0.0225775	0.0601355	0.0852324	0.00468142	0.0856061	0.164068	0.0559303	0.00830292	0.027646	0.0795806	0.292484	0.403771	0.453422	0.161877	0.0329396	0.014149	0.361863	0.127397	0.127059	0.0885936	0.156413	0.192613	0.0241713	0.0184397	0.0642894	0.144063	0.0123405	0.0203995	0.0201057	0.0351116	0.0273623	0.159428	0.254458	0.0290055	0.0508096	0.0570406	0.00443639	0.0754002	0.246779	0.359801	0.0251641	0.10495	0.118078	0.103139	0.289122	0.406819	0.0321172	0.136053	0.149327	0.0662496	0.139176	0.0685528	0.00767522	0.0191723	0.0204538	0.224814	0.047722	0.0470823	0.327501	0.11	0.0958219	0.0915225	0.111163	0.0199161
5	3177500	0.04348	0.0318753	0.00507259	0.00753727	0.0351712	0.0435477	0.010831	0.17365	0.0351677	0.00682639	0.0805662	0.00543753	0.0571782	0.0642722	0.0092773	0.16056	0.0289226	0.0587691	0.123782	0.0217812	0.0189174	0.0404744	0.0448961	0.00372772	0.134237	0.0171619	0.0771036	0.103378	0.0148565	0.0248862	0.00436933	0.0437404	0.0316294	0.01438	0.199345	0.0302077	0.0141251	0.0972915	0.044643	0.0322468	0.0113959	0.201805	0.0321029	0.0198092	0.101048	0.13735	0.0157362	0.0772539	0.10641	0.0182859	0.0288306	0.0740978	0.349075	0.0239877	0.0755769	0.212571	0.130644	0.0594274	0.0103019	0.0547377	0.286469	0.131384	0.031932	0.0548349	0.170225	0.0547917
5	3178059	0.0322581	0.0259473	0.00710922	0.0227153	0.011331	0.0201205	0.00767814	0.0488255	0.0293074	0.0220561	0.0161234	0.0770781	0.039916	0.0711353	0.0450146	0.0746269	0.0387894	0.106847	0.0724638	0.0819672	0.0651927	0.0136154	0.00253155	0.0145903	0.00763732	0.0233344	0.0262378	0.0253626	0.011604	0.0113021	0.0115244	0.00455711	0.0136744	0.00682758	0.041464	0.025999	0.020015	0.0122677	0.00872932	0.0101342	0.016497	0.0268469	0.026465	0.0146939	0.0120053	0.0187885	0.00380913	0.0393356	0.0303803	0.0251329	0.0148184	0.0226656	0.0236268	0.019543	0.00382506	0.00952456	0.0436983	0.0334443	0.0287142	0.0160845	0.0450697	0.0237649	0.0202111	0.0195806	0.027076	0.0118201
5	3178231	0.00887004	0.0179289	0.00548981	0.0102586	0.0451628	0.0312908	0.0938665	0.120453	0.0686331	0.00857665	0.0362054	0.0064361	0.0141704	0.00977569	0.0244522	0.0447211	0.0749975	0.0995545	0.0916148	0.0095828	0.0261605	0.0241821	0.0102427	0.0179292	0.0636193	0.0628565	0.0859861	0.112935	0.0170738	0.0204762	0.0167003	0.0616213	0.0181355	0.120386	0.149151	0.0531122	0.0104966	0.0529138	0.0198102	0.0603789	0.0562699	0.0799286	0.106042	0.0223192	0.0157384	0.124021	0.0219028	0.0387458	0.180874	0.0535205	0.00903815	0.207292	0.239978	0.0245544	0.0238578	0.119387	0.00932364	0.266067	0.116914	0.0193467	0.299121	0.144596	0.0365169	0.0594669	0.17295	0.0539194
5	3178246	0.00764177	0.0115109	0.0119554	0.00901931	0.0678283	0.0422905	0.107371	0.0499219	0.15932	0.0137906	0.0193425	0.00786622	0.0115177	0.0103466	0.0820426	0.0308361	0.128741	0.0643804	0.14129	0.00672383	0.0289052	0.0245156	0.0166232	0.0494085	0.0608437	0.0898643	0.0401806	0.189711	0.0195977	0.0160975	0.00604294	0.112708	0.0197841	0.155523	0.0800425	0.114918	0.0126975	0.0360846	0.0904595	0.029252	0.134315	0.0646167	0.134494	0.0147008	0.0291988	0.191364	0.0159913	0.0174085	0.364944	0.114424	0.0340999	0.250451	0.153523	0.0581838	0.0195817	0.0932737	0.0184488	0.429082	0.165141	0.05067	0.311235	0.0906073	0.0148475	0.110268	0.234019	0.0473957
5	3178295	0.00541374	0.0359825	0.00373861	0.0301984	0.135001	0.0132446	0.133589	0.0180457	0.111747	0.0155882	0.0245641	0.0312901	0.00577597	0.0253674	0.132158	0.00976811	0.137003	0.0200943	0.110596	0.0138017	0.0267012	0.0297668	0.00306906	0.0428994	0.0696842	0.0592243	0.0321131	0.214278	0.0136165	0.0240151	0.0246579	0.124083	0.0173281	0.121622	0.013503	0.123337	0.017078	0.0186609	0.0521477	0.0595687	0.0666924	0.0248759	0.197553	0.0125192	0.0227218	0.200838	0.0208188	0.110303	0.389491	0.0857479	0.0880116	0.201515	0.0366248	0.0675174	0.0364812	0.0514569	0.0939215	0.38678	0.101669	0.0658745	0.149887	0.0269559	0.00942316	0.152374	0.177807	0.0265026
5	3178300	0.0100463	0.0466822	0.0143719	0.0733728	0.237399	0.00427183	0.165913	0.0250689	0.0779955	0.0409234	0.0582517	0.0202566	0.00650297	0.03991	0.179507	0.0114655	0.123521	0.0207339	0.109743	0.0205579	0.0406537	0.0161565	0.00589974	0.0938479	0.0551012	0.0632397	0.0334798	0.183871	0.0100738	0.0287658	0.0318314	0.155965	0.0220647	0.0984926	0.0160406	0.132082	0.019905	0.0291671	0.0616259	0.0849062	0.0424861	0.0479397	0.22654	0.0168154	0.0347849	0.260515	0.0273556	0.178436	0.44594	0.111081	0.117526	0.187841	0.0311522	0.066467	0.0505673	0.0695526	0.0986883	0.360264	0.0807747	0.0564189	0.130906	0.038741	0.0251671	0.1676	0.194502	0.0379434
5	3178304	0.00626504	0.040279	0.0143719	0.0928719	0.181821	0.00315852	0.11681	0.0250689	0.0796495	0.0391629	0.0582517	0.027387	0.0123466	0.0760293	0.161507	0.00482333	0.106179	0.0241812	0.0889143	0.0299345	0.0530305	0.0130888	0.015628	0.0664243	0.0448197	0.0401027	0.029687	0.175115	0.0097369	0.0284806	0.0441123	0.110813	0.0190735	0.0603514	0.0160406	0.134122	0.0189937	0.0291671	0.0215197	0.101634	0.0171801	0.061729	0.25991	0.0254751	0.0404132	0.195109	0.0254656	0.131505	0.379152	0.071948	0.0843319	0.129361	0.0286746	0.0720486	0.0457814	0.0654563	0.0644761	0.299915	0.0518255	0.0364585	0.132798	0.0376533	0.0251671	0.166179	0.196636	0.0377275
5	3178338	0.134123	0.189181	0.074916	0.112207	0.288336	0.107484	0.239897	0.216079	0.0239632	0.229506	0.288449	0.0084992	0.0149502	0.00625275	0.0418503	0.00480096	0.0290457	0.0262075	0.152671	0.0216654	0.0480801	0.0354207	0.0164089	0.0164385	0.0186574	0.0120769	0.0139475	0.205905	0.0099182	0.0233198	0.0107792	0.0893667	0.00670162	0.0595864	0.0499965	0.10244	0.0599994	0.0878469	0.0564754	0.00777166	0.0395337	0.0337768	0.130566	0.0386945	0.0673264	0.0598791	0.00771387	0.0169133	0.302918	0.0130062	0.0101596	0.0379801	0.0328584	0.131567	0.0346204	0.0608746	0.0062122	0.263224	0.0146275	0.00840825	0.240636	0.0199142	0.0139519	0.24271	0.310946	0.0191209
5	3178353	0.0710034	0.0897521	-nan	-nan	-nan	0.072936	0.0725735	0.0875258	0.121371	-nan	-nan	0.00466304	0.0669643	0.0564925	0.0558567	0.00437044	0.00967825	0.0163067	0.0314348	0.0608333	0.0678211	0.0839459	0.0712267	0.0706008	0.00722554	0.00933117	0.0125979	0.0264091	0.0784621	0.0827567	-nan	-nan	0.0697479	0.0666577	0.0825487	0.120564	-nan	-nan	-nan	0.0649351	0.0584428	0.076742	0.110694	-nan	-nan	0.0649351	0.0572584	0.0755807	0.110094	-nan	-nan	0.00689227	0.0117987	0.0306358	0.0693182	0.0706021	0.00631448	0.0399207	0.0714706	0.0654461	0.0381225	0.0895166	0.0805133	0.107438	0.121371	-nan
5	3178366	0.123147	0.16644	0.053956	0.106262	0.247885	0.112085	0.2308	0.209049	0.0244228	0.202817	0.271072	0.00599531	0.021854	0.00586319	0.0306527	0.00414998	0.0308452	0.0258982	0.157269	0.0168026	0.0466537	0.040608	0.0115114	0.0127132	0.0113513	0.0148139	0.0132792	0.201818	0.00931264	0.0255069	0.0161276	0.0882469	0.0161691	0.075436	0.0630811	0.0919471	0.0650469	0.101194	0.0394274	0.00824721	0.0376995	0.030699	0.140256	0.0303562	0.0606537	0.0375484	0.00515755	0.00939685	0.284628	0.0115903	0.0109942	0.030729	0.0252385	0.152114	0.0222162	0.047423	0.00341186	0.273725	0.0152947	0.00744907	0.251759	0.0167281	0.0100255	0.236137	0.313866	0.0205693
5	3178367	0.123147	0.16644	0.0500191	0.106262	0.237187	0.112085	0.2308	0.196349	0.0247315	0.202817	0.253941	0.00599531	0.0237819	0.00586319	0.0271113	0.00414998	0.0308452	0.0220698	0.158933	0.0168026	0.0392871	0.0435643	0.0115114	0.0106207	0.0113513	0.0148139	0.0113254	0.203648	0.00931264	0.0202934	0.0174708	0.0858385	0.0179032	0.0797501	0.0597785	0.088907	0.0687942	0.0950011	0.034533	0.00824721	0.0376995	0.0257556	0.141824	0.0303562	0.0520139	0.0333232	0.00470268	0.00909099	0.276242	0.0107906	0.00987359	0.030729	0.0211006	0.153729	0.0222162	0.0397157	0.00418724	0.275736	0.0152947	0.00547055	0.240898	0.0164152	0.00948756	0.237948	0.298878	0.0173275
5	3178369	0.124759	0.168689	0.0478199	0.096812	0.220494	0.104011	0.234936	0.201751	0.0251228	0.20909	0.234286	0.00625003	0.0255461	0.00730739	0.0207372	0.00441808	0.0312717	0.0226127	0.16193	0.0180898	0.0307999	0.0464436	0.0156948	0.00716777	0.0138963	0.0150934	0.0114769	0.207084	0.00973655	0.01485	0.0153068	0.0775141	0.015889	0.0853898	0.064994	0.0876859	0.0745913	0.0845066	0.0335116	0.00843047	0.0463784	0.0330483	0.132285	0.0380557	0.0498852	0.0311959	0.00495013	0.00684654	0.260839	0.00953856	0.0093545	0.0370458	0.0262022	0.145873	0.0276939	0.0366403	0.00392826	0.281924	0.0148385	0.00446029	0.248294	0.0160383	0.00587338	0.245979	0.281222	0.0139974
5	3178455	0.105263	0.107362	0.107668	0.0112512	0.105263	0.0130865	0.111975	0.107986	0.0258982	0.109015	0.107668	-nan	-nan	0.0825038	-nan	0.0612245	-nan	-nan	0.155556	-nan	-nan	-nan	0.0833857	-nan	0.0663229	-nan	-nan	0.160142	-nan	-nan	0.0861054	-nan	0.0666431	-nan	-nan	0.16043	-nan	-nan	0.0748299	0.00632634	0.0847602	0.0806486	0.0432597	0.0924352	0.0840779	0.0612245	-nan	-nan	0.155556	-nan	-nan	0.0711481	0.0669754	0.0505247	0.0703922	0.0666431	-nan	0.164482	-nan	-nan	0.160729	-nan	-nan	0.159864	0.16043	-nan
5	3178515	0.104975	0.137868	0.0046377	0.0331555	0.024822	0.0345134	0.0900818	0.0702414	0.0216288	0.0371324	0.106907	0.007011	0.13097	0.218003	0.0435939	0.0231623	0.0080353	0.0144667	0.0950891	0.0223513	0.00577743	0.165447	0.259832	0.0625209	0.0450172	0.009457	0.0199479	0.126756	0.0411218	0.00399511	0.0195675	0.0348651	0.0507262	0.11229	0.0891823	0.0289237	0.056523	0.130977	0.0833111	0.112261	0.191748	0.163374	0.0597032	0.119718	0.220275	0.00902371	0.0276635	0.0185195	0.0331253	0.0112675	0.0437263	0.0219869	0.0164702	0.0371612	0.00377336	0.0299326	0.00401011	0.0862113	0.0201841	0.00535038	0.0712635	0.0156978	0.00932807	0.0379843	0.101628	0.0272721
5	3178614	0.0723417	0.0612239	0.00518974	0.0366761	0.0744656	0.0169187	0.0630975	0.0868348	0.019111	0.0301824	0.100969	0.00387218	0.0662343	0.0146691	0.00487104	0.0222268	0.00875636	0.0102909	0.0943418	0.013349	0.0115298	0.0526108	0.00679298	0.00378551	0.0174536	0.00634062	0.0105253	0.0829422	0.0103823	0.0138043	0.0288992	0.0666845	0.0141074	0.0590127	0.0822309	0.0222274	0.0278229	0.0960802	0.0102552	0.00818388	0.00969758	0.0199268	0.05752	0.00740088	0.0304116	0.0253932	0.00364023	0.00568703	0.0962983	0.0170979	0.0125308	0.0223761	0.0366961	0.0370191	0.00512938	0.0455971	0.00403625	0.0868793	0.0164779	0.0122433	0.110767	0.0267982	0.00726664	0.049076	0.124974	0.0333738
5	3178749	0.175239	0.0772062	0.0168818	0.102608	0.0893979	0.018882	0.160672	0.0791204	0.0425513	0.555168	0.545455	0.036934	0.127093	0.0204964	0.030284	0.125067	0.017661	0.0383778	0.106401	0.226111	0.199063	0.0413707	0.0107378	0.0155187	0.0399928	0.0463017	0.0185509	0.042277	0.359567	0.33437	0.0614806	0.0544832	0.00518528	0.124378	0.0520773	0.025484	0.510035	0.491886	0.0066431	0.0614163	0.0232016	0.0114897	0.055899	0.308911	0.281722	0.0603727	0.0201705	0.00444712	0.0559302	0.313537	0.286529	0.130536	0.0578882	0.0226524	0.514779	0.498275	0.0212945	0.111889	0.220364	0.191935	0.0553773	0.321935	0.295258	0.454339	0.438424	-nan
5	3178789	0.0877158	-nan	-nan	-nan	-nan	0.182183	-nan	-nan	0.0854119	-nan	-nan	0.037037	0.0601146	0.0397805	0.0467639	0.0608405	0.067947	0.0781893	0.0227982	0.0833406	0.0568511	-nan	-nan	-nan	0.142857	-nan	-nan	0.047619	-nan	-nan	-nan	-nan	0.158202	-nan	-nan	0.0609577	-nan	-nan	-nan	0.142857	-nan	-nan	0.047619	-nan	-nan	0.146245	-nan	-nan	0.047619	-nan	-nan	0.165217	0.174391	0.0723514	0.178261	0.15528	-nan	0.0687831	-nan	-nan	0.0790162	-nan	-nan	0.0790162	0.0576972	-nan
5	3178825	0.375	0.10209	0.105024	0.375	0.208831	0.38125	0.375	0.301176	0.397129	0.174129	0.375	0.167962	0.148389	-nan	0.0796797	-nan	-nan	1	-nan	0.0833333	-nan	0.00684186	0.157061	0.0386875	0.198404	0.154134	0.604167	0.188134	0.0390041	0.186133	0.142857	0.0283469	0.179547	0.142857	0.616	0.177691	0.0276436	0.168831	0.0678392	-nan	-nan	1	-nan	0.0833333	-nan	0.113351	0.0666667	0.786667	0.111346	0.0155114	0.0997788	-nan	1	-nan	0.10625	-nan	1	-nan	0.0833333	-nan	1	0.74	1	0.113856	-nan	0.0972222
5	3178835	0.427602	0.233643	0.119862	0.163327	0.126024	0.261119	0.295317	-nan	0.153439	0.670782	0.503813	0.0741085	0.222306	0.150073	0.233196	0.0449247	0.0458966	0.425641	0.167287	0.081166	0.0337963	0.0530786	0.020649	0.0589356	0.0295727	0.0128582	0.227435	0.0433242	0.262372	0.147946	0.0158159	0.00568425	0.109751	0.100493	0.115062	0.0283768	0.468606	0.319601	0.0164125	0.0646012	0.0504442	0.153439	0.0233366	0.375698	0.238501	0.118433	0.099505	0.114583	0.0343714	0.480943	0.329323	0.0285453	0.259259	0.082841	0.16901	0.0796703	0.286004	0.0767899	0.205598	0.107894	0.153439	0.670782	0.5	0.382084	0.256583	0.0333412
